feature_name,feature_index,feature_group,mean,std,min,max,range,variance,mean_abs_temporal_delta,near_zero_percentage,health_status,notes,class_mean__cover_drive,class_std__cover_drive,class_mean__defensive_shot,class_std__defensive_shot,class_mean__pull_shot,class_std__pull_shot,class_mean__sweep_shot,class_std__sweep_shot
upper_body_balance_offset,15,POSTURE_ALIGNMENT_FEATURES,0.05545868267728224,0.19985849321652,-0.9897871613502502,0.9950926899909973,1.9848798513412476,0.03994341731077777,0.043248076884791604,0.0,healthy,,0.03316286838390321,0.22455297845668534,0.07955933386905902,0.15255677329326864,0.10588203399708922,0.2202356911745283,0.0032304944590775147,0.17670330398387324
lead_wrist_velocity,16,MOTION_DYNAMICS_FEATURES,0.3494472210023863,0.4985027788696683,0.0,5.956300735473633,5.956300735473633,0.24850502054078144,0.2724049774824318,1.6666666666666667,healthy,,0.36781060190366893,0.48101641677543544,0.2858722898889876,0.43069166181105806,0.4465175005332761,0.6195131061818564,0.2975884916836124,0.42054790461019
trail_wrist_velocity,17,MOTION_DYNAMICS_FEATURES,0.3673362920503617,0.48977193135729213,0.0,5.642842769622803,5.642842769622803,0.23987654474545209,0.2830674525334547,1.6666666666666667,healthy,,0.45161032383563,0.612035835517721,0.3051958730077604,0.40181839648380746,0.4381254750385415,0.5558425258444475,0.274413496319515,0.29981674274008596
lead_elbow_velocity,18,MOTION_DYNAMICS_FEATURES,0.2198690190733032,0.2895378638732305,0.0,3.374467372894287,3.374467372894287,0.08383217461627335,0.16635846969606433,1.6666666666666667,healthy,,0.21645451583278677,0.2546851850022317,0.18580873417735955,0.2522204170253491,0.2841397626780478,0.3721236562618324,0.19307306360501875,0.24970479999154913
trail_elbow_velocity,19,MOTION_DYNAMICS_FEATURES,0.2439273352497427,0.3015440374519848,0.0,3.9415793418884277,3.9415793418884277,0.09092880652284402,0.19276041968607727,1.6666666666666667,healthy,,0.2865549794554924,0.3577606436155254,0.20726824302983005,0.2630159557178843,0.2881175709993113,0.3478575041017287,0.19376854751433711,0.19470651204697
body_center_velocity,20,MOTION_DYNAMICS_FEATURES,0.07010450891075379,0.1000117623045688,0.0,0.9997317790985107,0.9997317790985107,0.01000235259926557,0.05923241363034013,1.6666666666666667,healthy,,0.07703370006735592,0.10918905254406121,0.05794462654072655,0.07983270000813343,0.08460935820946663,0.12424357318684019,0.06083035082546606,0.07606023035767948
lead_wrist_acceleration,21,MOTION_DYNAMICS_FEATURES,0.25205150588932684,0.3863809328022511,0.0,4.450066089630127,4.450066089630127,0.14929022523313767,0.24874852611110018,1.6666666666666667,healthy,,0.29956650505936827,0.44758857405503516,0.22620654734487894,0.3509754544355674,0.28235607957036335,0.41269444873343075,0.2000768915826969,0.3110940805121209
hip_rotation_velocity,22,MOTION_DYNAMICS_FEATURES,4.214486821318193,13.893592310529082,0.0,178.4867401123047,178.4867401123047,193.03190729119282,4.219386653130123,1.6666666666666667,healthy,,4.918694098445315,15.763102051336448,1.6632455428005293,4.461624305186498,6.748813657115291,20.544377486215637,3.527193986911637,8.232544032431889
frame_motion_energy,23,MOTION_DYNAMICS_FEATURES,2.0467475544280993,2.0568775073942422,0.0,20.117963790893555,20.117963790893555,4.2307450804243505,1.1303306643188127,1.6666666666666667,healthy,,2.1712598357691117,2.1305679120549166,1.743573350633184,1.7191086155841313,2.463210277321438,2.5735488733483503,1.8089467539886634,1.5709118790786496
front_foot_commitment_signal,24,CRICKET_SPECIFIC_TEMPORAL_SIGNALS,0.12058055262126194,0.39593176927818013,-1.5703765153884888,1.6119297742843628,3.1823062896728516,0.15676196592375008,0.07734267727984412,0.0,healthy,,0.3209742931109698,0.46402789257466215,-0.010044034696717668,0.28468833071264,0.09404773661794025,0.4099838467923734,0.07734421545285537,0.32062122998460546
back_foot_loading_signal,25,CRICKET_SPECIFIC_TEMPORAL_SIGNALS,-0.3830847627897462,0.23616542391525133,-0.8092518448829651,0.7938811779022217,1.6031330227851868,0.05577410745307037,0.04638775811535952,0.0,healthy,,-0.4471424470640098,0.21268236375175353,-0.36579858945813615,0.18142525300203588,-0.395428983856303,0.3115649807964478,-0.32396903078053585,0.19956335838010963
weight_transfer_signal,26,CRICKET_SPECIFIC_TEMPORAL_SIGNALS,-0.0017557342028591922,0.04850405151452654,-0.911184549331665,0.5434567332267761,1.4546412825584412,0.002352643013323844,0.027417580755475728,1.6666666666666667,healthy,,-0.0026458920559737937,0.061498273238624813,-0.002005785646901283,0.023541292039896987,-0.0010765500244785168,0.06065989207307794,-0.0012947090840831758,0.03732547069631145
follow_through_height_signal,27,CRICKET_SPECIFIC_TEMPORAL_SIGNALS,-0.36466576543037565,0.3292481881756538,-1.0960723161697388,0.9539108872413635,2.0499832034111023,0.10840436941695074,0.06725571344520746,0.0,healthy,,-0.3082813844042054,0.40302934958911996,-0.399585646908381,0.2392609419633351,-0.3065735042685022,0.3848785109024258,-0.444222526140414,0.22738726658765868
follow_through_extension_signal,28,CRICKET_SPECIFIC_TEMPORAL_SIGNALS,1.0299636622533823,0.6423254995264233,0.05484766513109207,4.483428001403809,4.4285803362727165,0.4125820473418692,0.20092258264263302,0.0,healthy,,1.190074796328942,0.6853992239411006,0.8690242096843819,0.5678180038083772,1.1955022843182086,0.7376354208957853,0.8652533586819967,0.45602981419366684
lead_elbow_extension_signal,29,CRICKET_SPECIFIC_TEMPORAL_SIGNALS,0.6824358460182945,0.16516064243470707,0.04890011250972748,0.9898554682731628,0.9409553557634354,0.027278037809445158,0.06304730954185381,0.0,healthy,,0.6864304144307971,0.16724951968635435,0.6410742008934418,0.17333111627262662,0.7121289488921563,0.16277809173513647,0.6901098198567828,0.14809474632217431
bat_side_wrist_height_signal,30,CRICKET_SPECIFIC_TEMPORAL_SIGNALS,-0.35068493523842337,0.3029832388804327,-1.113572359085083,1.0347304344177246,2.1483027935028076,0.09179884304247736,0.07043514336933879,0.0,healthy,,-0.3083240501647136,0.3399556414739425,-0.3796988840563184,0.1910405525463031,-0.2978819756655139,0.3918658041435757,-0.4168348310671475,0.22753025679591887
stance_to_swing_progress_signal,31,CRICKET_SPECIFIC_TEMPORAL_SIGNALS,0.4999999995343387,0.2935271570389869,0.0,1.0,1.0,0.08615819191939009,0.01694915254237288,1.6666666666666667,healthy,,0.4999999995343387,0.2935271570389869,0.4999999995343387,0.2935271570389869,0.4999999995343387,0.2935271570389869,0.4999999995343387,0.2935271570389869
